name	base_ingredient_1_name	base_ingredient_1_qty	base_ingredient_2_name	base_ingredient_2_qty	base_ingredient_3_name	base_ingredient_3_qty	base_ingredient_4_name	base_ingredient_4_qty	base_ingredient_5_name	base_ingredient_5_qty	base_ingredient_6_name	base_ingredient_6_qty	base_ingredient_7_name	base_ingredient_7_qty	base_ingredient_8_name	base_ingredient_8_qty	base_ingredient_9_name	base_ingredient_9_qty	base_ingredient_10_name	base_ingredient_10_qty	base_ingredient_11_name	base_ingredient_11_qty	base_ingredient_12_name	base_ingredient_12_qty	base_ingredient_13_name	base_ingredient_13_qty	base_ingredient_14_name	base_ingredient_14_qty	base_ingredient_15_name	base_ingredient_15_qty	base_ingredient_16_name	base_ingredient_16_qty	base_ingredient_17_name	base_ingredient_17_qty	base_ingredient_18_name	base_ingredient_18_qty	base_ingredient_19_name	base_ingredient_19_qty	base_ingredient_20_name	base_ingredient_20_qty	base_ingredient_21_name	base_ingredient_21_qty	base_ingredient_22_name	base_ingredient_22_qty	base_ingredient_23_name	base_ingredient_23_qty	base_ingredient_24_name	base_ingredient_24_qty	base_ingredient_25_name	base_ingredient_25_qty	base_ingredient_26_name	base_ingredient_26_qty	base_ingredient_27_name	base_ingredient_27_qty
Tier 3 Offensive Reagents	Tier 3 Offensive Reagents	1																																																				
Silk Dress	Leathers	12	Metals	1	Tier 4 Cloth	22																																																
Fire Wisp	Fire Mote	5																																																				
Covenant Initiate Legguards of the Brigand	Covenant Brigand Seal	1	Covenant Initiate Legguards of the Barbarian	1	Azoth	50																																																
Powerful Dryad Sap	Dried Dryad Sap	60	Common Transmutation Catalyst	12	Greater Transmutation Catalyst	3	Grand Transmutation Catalyst	1																																														
Covenant Excubitor Footwear of the Cleric	Covenant Excubitor Footwear of the Priest	1	Azoth	50	Covenant Cleric Seal	1																																																
Marauder Soldier Footwear of the Brigand	Marauder Brigand Seal	1	Azoth	50	Marauder Soldier Footwear of the Priest	1																																																
Dryad Guard Greaves	Leathers	6	Tier 5 Metals	10	Sticky Vines	10	Cloth	2																																														
Deepwarden's Battlestompers	Tier 4 Metals	10	Leathers	6	Cloth	2	Corrupted Talisman	10																																														
Infused Claw	Infused Claw	1																																																				
Raw Meats	Raw Meats	1																																																				
Syndicate Scrivener Jacket of the Cleric	Syndicate Scrivener Jacket of the Priest	1	Azoth	50	Syndicate Cleric Seal	1																																																
Transference Charm	Transference Charm	1																																																				
Platinum Ingot	Flux	3	Platinum Ore	6	Silver Ore	16	Gold Ore	10																																														
Tier 5 Offensive Reagents	Tier 5 Offensive Reagents	1																																																				
Covenant Adjudicator Legguards of the Barbarian	Covenant Adjudicator Legguards of the Barbarian	1																																																				
Hewn Log Storage Chest	Minor Rune of Holding	1	Green Wood	120	Iron Ore	60	Refining Materials Tier 3	80	Common Material Converter	4	Wood	20																																										
Orichalcum Heavy Helm of the Sentry	Iron Guardsman's Insignia	10	Tier 5 Metals	10	Leathers	4	Timeless Plate Helm Shard	1	Cloth	4																																												
Armorsmithing Work Order	Armorsmithing Work Order	1																																																				
Refining Materials Tier 5	Refining Materials Tier 5	1																																																				
Strawberry	Strawberry	1																																																				
Cragview Reinforced Weave	Cragview Reinforced Weave	1																																																				
Covenant Excubitor Jacket of the Brigand	Covenant Brigand Seal	1	Covenant Excubitor Jacket of the Priest	1	Azoth	50																																																
Tart Fruit Salad	Honey	1	Nut	1	Cranberry	1	Lemon	1	Melon	1	Strawberry	1																																										
Tier 3 Leather	Tier 3 Leather	1																																																				
Cooking Recipe	Cooking Recipe	1																																																				
Harsh Violet Dye	Magenta Pigment	2	Water	3	Red Pigment	1																																																
Dryad Guard Breastplate	Leathers	12	Sticky Vines	10	Cloth	7	Tier 5 Metals	16																																														
Extra Slag Padding	Extra Slag Padding	1																																																				
Whisper of the Wood	Etched Handguard	1	Shattered Sword	1	Orichalcum Ore	8560	Iron Hide	4820	Refining Materials Tier 5	500	Masterwork Material Converter	25	Refining Materials Tier 3	5600	Common Material Converter	280	Rawhide	2560	Thick Hide	480	Flux	490	Wood	2016	Starmetal Ore	840	Iron Ore	3360	Ironwood	1620	Sandpaper	105	Wyrdwood	180	Aged Wood	240	Green Wood	480																
Leathers	Leathers	1																																																				
Pattern: Temple Guard's Boots	Pattern: Temple Guard's Boots	1																																																				
Marauder Soldier Footwear of the Priest	Marauder Soldier Footwear of the Priest	1																																																				
Dryad Guard Boots	Leathers	6	Tier 5 Metals	10	Sticky Vines	10	Cloth	2																																														
Salt-stripped Scrolled Desk	Flux	45	Wood	180	Starmetal Ore	90	Iron Ore	360	Refining Materials Tier 4	400	Advanced Material Converter	20	Oil	8	Wyrdwood	180	Sandpaper	90	Aged Wood	240	Green Wood	480																																
Amrine Temple Longsword	Refined Wood	2	Tier 3 Metals	8	Leathers	1	Coagulated Blood	10	Vial Of Ectoplasmic Mutagen	1																																												
Marauder Commander Pants of the Occultist	Marauder Occultist Seal	1	Marauder Commander Pants of the Brigand	1	Azoth	50																																																
Pattern: Icicle	Pattern: Icicle	1																																																				
Fireproof Flawed Ruby Earring	Fire Mote	2	Flawed Ruby	1	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1																																												
Strengthened Battle's Embrace Gauntlets	Spark of Impulse	1	Essence of Power	11	Battle's Embrace Work Order	1	Refined Balefire	13	Flexible Velan Mesh	12																																												
Basic Angry Earth Combat Trophy	Refining Materials Tier 3	200	Common Material Converter	10	Oil	8	Flux	80	Wood	320	Iron Ore	720	Earth Mote	25	Aged Wood	300	Sandpaper	100	Green Wood	600	Wyrdwood	150	Starmetal Ore	120	Barkflesh	1	Refining Materials Tier 4	200	Advanced Material Converter	10																								
Tier 5 Leather	Tier 5 Leather	1																																																				
Seasonings	Seasonings	1																																																				
Steel Hook	Iron Hook	5	Common Transmutation Catalyst	1																																																		
Hardwood Tree Sap	Softwood Tree Sap	5	Common Transmutation Catalyst	1																																																		
Marauder Ravager Helm of the Cleric	Marauder Ravager Helm of the Barbarian	1	Marauder Cleric Seal	1	Azoth	50																																																
Fireproof Pristine Ruby Earring of the Sage	Solvent	54	Fire Mote	440	Flawed Ruby	60	Precious Metals	1	Trinket Hooks	1	Softwood Prayer Beads	10	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Marauder Ravager Gloves of the Occultist	Marauder Occultist Seal	1	Azoth	50	Marauder Ravager Gloves of the Brigand	1																																																
Teak Apothecary Cabinet	Flux	15	Wood	60	Iron Ore	180	Aged Wood	120	Sandpaper	30	Green Wood	240	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8																																				
Seafoam Posh Valance	Flux	35	Wood	140	Starmetal Ore	60	Iron Ore	240	Orichalcum Ore	40	Yellow Pigment	3	Wirefiber	120	Cloth Weave	105	Fibers	960	Silk Threads	180																																		
Infused Leather Boots of the Sage	Tier 5 Leather	5	Metals	1	Cloth	3	Softwood Prayer Beads	10	Timeless Boots Shard	1																																												
Tier 5 Cloth	Tier 5 Cloth	1																																																				
Arboreal Pristine Amber Amulet	Trinket Chains	1	Precious Metals	1	Solvent	54	Earth Mote	440	Flawed Amber	60	Trinket Gem Settings	1																																										
Syndicate Scrivener Shoes of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Scrivener Shoes of the Brigand	1																																																
Syndicate Alchemist Breastplate of the Brigand	Syndicate Brigand Seal	1	Azoth	50	Syndicate Alchemist Breastplate of the Barbarian	1																																																
Marauder Ravager Leggings of the Cleric	Marauder Ravager Leggings of the Priest	1	Marauder Cleric Seal	1	Azoth	50																																																
Everchill Cleaver	Refined Wood	3	Pattern: Everchill Cleaver	1	Leathers	2	Tier 5 Metals	15																																														
Obelisk Guard Musket	Sparkling Bone Dust	10	Refined Wood	3	Leathers	2	Tier 3 Metals	13	Vial of Ancient Mutagen	1																																												
Firm Fish Filet	Firm Fish Filet	1																																																				
Cut Flawed Amber	Flawed Amber	1	Earth Mote	2																																																		
Cabbage-Wrapped Roasted Fish	Seasonings	1	Water	1	Cabbage	1	Nut	1	Fish Oil	2	Fish Filet	1	Cauliflower	1																																								
Orichalcum Logging Axe	Refined Wood	3	Leathers	2	Tier 5 Metals	15																																																
Orichalcum Heavy Gauntlets of the Soldier	Iron Battle Medal	10	Timeless Gauntlets Shard	1	Leathers	2	Tier 5 Metals	6	Cloth	1																																												
Orichalcum Musket	Refined Wood	3	Leathers	2	Tier 5 Metals	15																																																
Pattern: Primal Husk Coat	Pattern: Primal Husk Coat	1																																																				
Cheesy Broccoli Soup	Yeast	1	Milk	3	Salt	1	Broccoli	1																																														
Empowered Pristine Sapphire Ring	Precious Metals	1	Trinket Bands	1	Solvent	54	Flawed Sapphire	60	Death Mote	440	Trinket Gem Settings	1																																										
Cut Jasper	Solvent	4	Air Mote	15	Flawed Jasper	3																																																
Shipyard Guard Gauntlets	Tier 4 Metals	4	Leathers	4	Jade Collar	10	Cloth	1																																														
Basic Ancients Combat Trophy	Refining Materials Tier 3	200	Common Material Converter	10	Oil	8	Soul Mote	25	Flux	80	Wood	320	Iron Ore	720	Aged Wood	300	Sandpaper	100	Green Wood	600	Ancient Mandible	5	Common Transmutation Catalyst	1	Wyrdwood	150	Starmetal Ore	120	Refining Materials Tier 4	200	Advanced Material Converter	10																						
Arboreal Pristine Amber Earring	Precious Metals	1	Trinket Hooks	1	Solvent	54	Earth Mote	440	Flawed Amber	60	Trinket Gem Settings	1																																										
Cerulean Drape	Fibers	60	Blue Pigment	3	Iron Ore	20																																																
Cut Pristine Moonstone	Solvent	54	Flawed Moonstone	60	Death Mote	440																																																
Starmetal Heavy Boots	Tier 4 Metals	6	Leathers	2	Cloth	1																																																
Steel Structural Braces	Work Order: Steel Structural Braces	1																																																				
Obelisk Infantry Gauntlets	Tier 3 Metals	4	Sparkling Bone Dust	10	Leathers	4	Cloth	1																																														
Infused Silk Gloves	Tier 5 Cloth	4	Metals	1	Leathers	4																																																
Infused Leather Beaded Straps	Grand Transmutation Catalyst	1	Rough Leather Beaded Straps	60	Common Transmutation Catalyst	12	Greater Transmutation Catalyst	3																																														
Cut Pristine Onyx	Life Mote	440	Solvent	54	Flawed Onyx	60																																																
Marauder Destroyer Footwear of the Barbarian	Marauder Barbarian Seal	1	Marauder Destroyer Footwear of the Priest	1	Azoth	50																																																
Fine Sandpaper	Refining Materials Tier 4	20	Advanced Material Converter	1																																																		
Covenant Excubitor Headwear of the Priest	Covenant Excubitor Headwear of the Priest	1																																																				
Tempered Pristine Emerald Amulet of the Ranger	Timeless Amulet Shard	1	Rough Leather Beaded Straps	10	Trinket Chains	1	Earth Mote	440	Solvent	54	Flawed Emerald	60	Precious Metals	1	Trinket Gem Settings	1																																						
Obelisk Pathfinder Coat	Sparkling Bone Dust	10	Metals	1	Cloth	12	Tier 3 Leather	22																																														
Syndicate Adept Leggings of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Adept Leggings of the Priest	1																																																
Covenant Lumen Helm of the Cleric	Covenant Lumen Helm of the Barbarian	1	Azoth	50	Covenant Cleric Seal	1																																																
Syndicate Adept Footwear of the Priest	Syndicate Adept Footwear of the Priest	1																																																				
Onion Smothered Pork	Pork	1	Nut	1	Fish Oil	2	Onion	1	Mushroom	1	Thyme	1																																										
Voidbent Legguards	Infused Fur	2	Wirefiber	1080	Cloth Weave	70	Fibers	640	Silk Threads	120	Refining Materials Tier 5	360	Masterwork Material Converter	18	Orichalcum Ore	7980	Flux	420	Wood	1728	Starmetal Ore	720	Iron Ore	2880	Iron Hide	2160	Refining Materials Tier 3	2800	Common Material Converter	140	Rawhide	1280	Thick Hide	240	Life Mote	100	Soul Mote	100	Death Mote	100	Fire Mote	100	Earth Mote	100	Water Mote	100	Air Mote	100	Void Ore	1	Void Essence	1		
Marauder Soldier Leggings of the Occultist	Marauder Occultist Seal	1	Marauder Soldier Leggings of the Priest	1	Azoth	50																																																
Infused Leather Gloves of the Ranger	Rough Leather Beaded Straps	10	Timeless Leather Gloves Shard	1	Metals	1	Tier 5 Leather	4	Cloth	4																																												
Common Corrupted Coating	Water Reagents	1	Oil	1	Tier 2 Offensive Reagents	1																																																
Syndicate Alchemist Coat of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Alchemist Coat of the Brigand	1																																																
Syndicate Cabalist Gauntlets of the Barbarian	Syndicate Cabalist Gauntlets of the Barbarian	1																																																				
Ironwood Bow of the Scholar	Cloth	2	Tier 5 Timber	15	Leathers	3	Linen Arcane Embroidery	10	Timeless Bow Shard	1																																												
Marauder Legatus Greaves of the Occultist	Marauder Occultist Seal	1	Marauder Legatus Greaves of the Sentry	1	Azoth	50																																																
Meat Stockpile	Cooking Recipe	1	Pork	15	Poultry	15	Raw Meats	15	Seasonings	30	Game Meat	15																																										
