name,base_ingredient_1_name,base_ingredient_1_qty,base_ingredient_2_name,base_ingredient_2_qty,base_ingredient_3_name,base_ingredient_3_qty,base_ingredient_4_name,base_ingredient_4_qty,base_ingredient_5_name,base_ingredient_5_qty,base_ingredient_6_name,base_ingredient_6_qty,base_ingredient_7_name,base_ingredient_7_qty,base_ingredient_8_name,base_ingredient_8_qty,base_ingredient_9_name,base_ingredient_9_qty,base_ingredient_10_name,base_ingredient_10_qty,base_ingredient_11_name,base_ingredient_11_qty,base_ingredient_12_name,base_ingredient_12_qty,base_ingredient_13_name,base_ingredient_13_qty,base_ingredient_14_name,base_ingredient_14_qty,base_ingredient_15_name,base_ingredient_15_qty,base_ingredient_16_name,base_ingredient_16_qty,base_ingredient_17_name,base_ingredient_17_qty,base_ingredient_18_name,base_ingredient_18_qty,base_ingredient_19_name,base_ingredient_19_qty,base_ingredient_20_name,base_ingredient_20_qty,base_ingredient_21_name,base_ingredient_21_qty,base_ingredient_22_name,base_ingredient_22_qty,base_ingredient_23_name,base_ingredient_23_qty,base_ingredient_24_name,base_ingredient_24_qty,base_ingredient_25_name,base_ingredient_25_qty,base_ingredient_26_name,base_ingredient_26_qty,base_ingredient_27_name,base_ingredient_27_qty
Dryad's Life Staff,Life Mote,1080.0,Orichalcum Ore,19440.0,Flux,1260.0,Wood,5184.0,Starmetal Ore,2160.0,Iron Ore,8640.0,Refining Materials Tier 5,1020.0,Masterwork Material Converter,51.0,Iron Hide,8100.0,Refining Materials Tier 3,10500.0,Common Material Converter,525.0,Rawhide,4800.0,Thick Hide,900.0,Pattern: Dryad's Life Staff,1.0,Azoth,225.0,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Commander Shoes of the Occultist,Marauder Occultist Seal,1.0,Azoth,50.0,Marauder Commander Shoes of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Dryad's Sword,Pattern: Dryad's Sword,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Soaked Great Hammer,Pattern: Soaked Great Hammer,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Padded Pristine Jasper Ring of the Soldier,Iron Battle Medal,10.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Solvent,54.0,Air Mote,440.0,Flawed Jasper,60.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cut Flawed Topaz,Flawed Topaz,1.0,Air Mote,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meat Pie,Water,1.0,Salt,1.0,Cooked Grain,2.0,Rosemary,1.0,Peppercorn,1.0,Game Meat,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Kite Shield,Refined Wood,2.0,Tier 3 Metals,9.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Honing Stone,Fire Mote,5.0,Death Mote,5.0,Sandpaper,1.0,Stone,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ironwood Bow of the Sage,Cloth,2.0,Tier 5 Timber,15.0,Softwood Prayer Beads,10.0,Leathers,3.0,Timeless Bow Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Chronicler Breastplate of the Brigand,Syndicate Brigand Seal,1.0,Azoth,50.0,Syndicate Chronicler Breastplate of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipyard Sentinel Musket,Refined Wood,3.0,Leathers,2.0,Tier 4 Metals,14.0,Jade Collar,10.0,Jade Talisman,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Void Gauntlet of the Ranger,Timeless Void Gauntlet Shard,1.0,Rough Leather Beaded Straps,10.0,Metals,4.0,Tier 5 Leather,8.0,Cloth,5.0,Death Arcana,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Adjudicator Boots of the Barbarian,Covenant Adjudicator Boots of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Ice Gauntlet of the Soldier,Metals,4.0,Iron Battle Medal,10.0,Water Arcana,6.0,Tier 5 Leather,8.0,Timeless Ice Gauntlet Shard,1.0,Cloth,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Gladiator Legguards of the Occultist,Marauder Occultist Seal,1.0,Azoth,50.0,Marauder Gladiator Legguards of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsum Footwear Cast,Ruby Gypsum,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cold's Cure,Life Arcana,4.0,Leathers,6.0,Tier 5 Timber,8.0,Metals,5.0,Pattern: Cold's Cure,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empowered Pristine Sapphire Ring of the Ranger,Rough Leather Beaded Straps,10.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Trinket Bands,1.0,Solvent,54.0,Flawed Sapphire,60.0,Death Mote,440.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Silk Hat of the Soldier,Iron Battle Medal,10.0,Metals,1.0,Leathers,6.0,Timeless Cap Shard,1.0,Tier 5 Cloth,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narrow Rosewood Bookcase,Flux,45.0,Wood,180.0,Starmetal Ore,90.0,Iron Ore,360.0,Refining Materials Tier 4,400.0,Advanced Material Converter,20.0,Oil,8.0,Wyrdwood,180.0,Sandpaper,90.0,Aged Wood,240.0,Green Wood,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russet Brown Dye,Brown Pigment,2.0,Magenta Pigment,1.0,Water,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Breastplate of the Brigand,Marauder Soldier Breastplate of the Barbarian,1.0,Marauder Brigand Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large Party Spread,Large Party Spread,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Wood,Ancient Wood,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Floral Regent Tunic,Pattern: Floral Regent Tunic,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Destroyer Headwear of the Brigand,Marauder Destroyer Headwear of the Priest,1.0,Marauder Brigand Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set of Impenetrable Iron Armor,Rawhide,52.0,Iron Ore,52.0,Fibers,56.0,Armorsmithing Work Order,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk Robe Hat,Metals,1.0,Tier 4 Cloth,12.0,Leathers,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Samples,Cranberry,3.0,Cooking Recipe,1.0,Water,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Graverobber's Round Shield,Pattern: Graverobber's Round Shield,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pork Chops and Apple Sauce,Apple,1.0,Pork,1.0,Nut,1.0,Fish Oil,2.0,Cinnamon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Leather Gloves of the Scholar,Timeless Leather Gloves Shard,1.0,Metals,1.0,Tier 5 Leather,4.0,Linen Arcane Embroidery,10.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrine Temple Spear,Refined Wood,3.0,Leathers,2.0,Coagulated Blood,10.0,Tier 3 Metals,13.0,Vial Of Ectoplasmic Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Alchemist Leggings of the Cleric,Azoth,50.0,Syndicate Alchemist Leggings of the Priest,1.0,Syndicate Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepwarden's Battlehelm,Tier 4 Metals,8.0,Leathers,6.0,Corrupted Talisman,10.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Plague Doctor Mask of the Sentry,Syndicate Plague Doctor Mask of the Sentry,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cut Flawed Sapphire,Death Mote,2.0,Flawed Sapphire,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Silk Robe Pants of the Scholar,Timeless Pants Shard,1.0,Metals,1.0,Leathers,4.0,Tier 5 Cloth,12.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepwatcher Great Axe,Corrupted Treatise,1.0,Refined Wood,3.0,Leathers,2.0,Corrupted Talisman,10.0,Tier 4 Metals,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arboreal Flawed Amber Amulet,Flawed Amber,1.0,Earth Mote,2.0,Trinket Chains,1.0,Precious Metals,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmetal Round Shield,Refined Wood,2.0,Tier 4 Metals,9.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set of Unyielding Crude Iron Armor,Rawhide,10.0,Fibers,20.0,Armorsmithing Work Order,1.0,Iron Ore,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insulated Brilliant Topaz Ring,Precious Metals,1.0,Trinket Bands,1.0,Air Mote,80.0,Solvent,12.0,Flawed Topaz,12.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel War Hammer,Refined Wood,3.0,Leathers,2.0,Tier 3 Metals,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Dryad's Rapier,Pattern: Dryad's Rapier,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Ice Gauntlet of the Sage,Metals,4.0,Water Arcana,6.0,Tier 5 Leather,8.0,Timeless Ice Gauntlet Shard,1.0,Cloth,5.0,Softwood Prayer Beads,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Adjudicator Headwear of the Priest,Covenant Adjudicator Headwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Helm of the Brigand,Covenant Brigand Seal,1.0,Azoth,50.0,Covenant Excubitor Helm of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Footwear of the Occultist,Covenant Occultist Seal,1.0,Covenant Excubitor Footwear of the Priest,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rough Almond Dye,Brown Pigment,2.0,Water,3.0,Yellow Pigment,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Reagents,Earth Reagents,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown Bear Pelt Rug,Refining Materials Tier 3,2100.0,Common Material Converter,105.0,Rawhide,1120.0,Thick Hide,210.0,Pristine Bear Pelt,1.0,Feathers,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempered Pristine Emerald Ring of the Soldier,Iron Battle Medal,10.0,Earth Mote,440.0,Solvent,54.0,Flawed Emerald,60.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Ravager Hat of the Brigand,Marauder Ravager Hat of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Silk Robe Hat,Metals,1.0,Leathers,4.0,Tier 5 Cloth,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Footwear of the Occultist,Syndicate Occultist Seal,1.0,Azoth,50.0,Syndicate Scrivener Footwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Handcovers of the Brigand,Marauder Brigand Seal,1.0,Azoth,50.0,Marauder Soldier Handcovers of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arboreal Pristine Amber Earring of the Sentry,Iron Guardsman's Insignia,10.0,Precious Metals,1.0,Trinket Hooks,1.0,Solvent,54.0,Earth Mote,440.0,Flawed Amber,60.0,Trinket Gem Settings,1.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empowered Pristine Sapphire Earring of the Scholar,Precious Metals,1.0,Trinket Hooks,1.0,Solvent,54.0,Flawed Sapphire,60.0,Death Mote,440.0,Trinket Gem Settings,1.0,Linen Arcane Embroidery,10.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abyssal Pristine Amethyst Ring of the Sage,Timeless Ring Shard,1.0,Precious Metals,1.0,Trinket Bands,1.0,Soul Mote,440.0,Solvent,54.0,Flawed Amethyst,60.0,Softwood Prayer Beads,10.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Breastplate of the Brigand,Covenant Brigand Seal,1.0,Covenant Excubitor Breastplate of the Barbarian,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Silk Robe,Metals,1.0,Tier 5 Cloth,26.0,Leathers,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Footwear of the Brigand,Syndicate Brigand Seal,1.0,Azoth,50.0,Syndicate Scrivener Footwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk Infantry Helm,Tier 3 Metals,8.0,Sparkling Bone Dust,10.0,Leathers,6.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Adept Headwear of the Cleric,Azoth,50.0,Syndicate Adept Headwear of the Priest,1.0,Syndicate Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abyssal Pristine Amethyst Amulet of the Sentry,Timeless Amulet Shard,1.0,Iron Guardsman's Insignia,10.0,Trinket Chains,1.0,Precious Metals,1.0,Soul Mote,440.0,Solvent,54.0,Flawed Amethyst,60.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmetal Guardsman's Insignia,Common Transmutation Catalyst,4.0,Iron Guardsman's Insignia,20.0,Greater Transmutation Catalyst,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Pants of the Occultist,Marauder Soldier Pants of the Brigand,1.0,Marauder Occultist Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk Guard Void Gauntlet of the Mage,Metals,6.0,Sparkling Bone Dust,10.0,Tier 3 Leather,12.0,Death Arcana,1.0,Cloth,5.0,Vial of Ancient Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defender of Darkness,Aged Wood,20.0,Sandpaper,5.0,Green Wood,40.0,Flux,24.0,Wood,80.0,Iron Ore,240.0,Rawhide,240.0,Refining Materials Tier 3,300.0,Common Material Converter,15.0,Silver Ore,32.0,Gold Ore,20.0,Voidmetal,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evershine Polish,Evershine Polish,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balance of Time,Flux,54.0,Wood,168.0,Starmetal Ore,84.0,Iron Ore,336.0,Blessed Crucible,4.0,Platinum Ore,24.0,Silver Ore,64.0,Gold Ore,40.0,Brightscale Hide,2.0,Wyrdwood,18.0,Sandpaper,9.0,Aged Wood,24.0,Green Wood,48.0,Refining Materials Tier 3,480.0,Common Material Converter,24.0,Rawhide,256.0,Thick Hide,48.0,,,,,,,,,,,,,,,,,,,,
Marauder Commander Helm of the Brigand,Marauder Brigand Seal,1.0,Azoth,50.0,Marauder Commander Helm of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salted Roasted Vegetables,Potato,1.0,Nut,1.0,Salt,1.0,Oregano,1.0,Squash,1.0,Parsley,1.0,Milk,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Helm of the Occultist,Covenant Occultist Seal,1.0,Covenant Lumen Helm of the Barbarian,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamari and Tomato Stew,Garlic,1.0,Nut,1.0,Fish Oil,2.0,Onion,1.0,Squid Meat,1.0,Tomato,1.0,Parsley,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saddle Brown Dye,Brown Pigment,2.0,Water,3.0,Purple Pigment,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Flawed Malachite Ring,Precious Metals,1.0,Flawed Malachite,1.0,Soul Mote,2.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Initiate Gauntlets of the Cleric,Azoth,50.0,Covenant Initiate Gauntlets of the Barbarian,1.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Fur Hat of the Soldier,Iron Battle Medal,10.0,Metals,1.0,Tier 5 Leather,12.0,Cloth,4.0,Timeless Leather Hat Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmetal Cartridge,Flux,6.0,Wood,34.0,Starmetal Ore,12.0,Iron Ore,48.0,Flint,2.0,Saltpeter,1.0,Fibers,64.0,Cloth Weave,6.0,Silk Threads,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruby Gypsum,Ruby Gypsum,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier 3 Offensive Reagents,Tier 3 Offensive Reagents,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk Dress,Leathers,12.0,Metals,1.0,Tier 4 Cloth,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Wisp,Fire Mote,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Initiate Legguards of the Brigand,Covenant Brigand Seal,1.0,Covenant Initiate Legguards of the Barbarian,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerful Dryad Sap,Dried Dryad Sap,60.0,Common Transmutation Catalyst,12.0,Greater Transmutation Catalyst,3.0,Grand Transmutation Catalyst,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Footwear of the Cleric,Covenant Excubitor Footwear of the Priest,1.0,Azoth,50.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Footwear of the Brigand,Marauder Brigand Seal,1.0,Azoth,50.0,Marauder Soldier Footwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryad Guard Greaves,Leathers,6.0,Tier 5 Metals,10.0,Sticky Vines,10.0,Cloth,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepwarden's Battlestompers,Tier 4 Metals,10.0,Leathers,6.0,Cloth,2.0,Corrupted Talisman,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Claw,Infused Claw,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Meats,Raw Meats,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Jacket of the Cleric,Syndicate Scrivener Jacket of the Priest,1.0,Azoth,50.0,Syndicate Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transference Charm,Transference Charm,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platinum Ingot,Flux,3.0,Platinum Ore,6.0,Silver Ore,16.0,Gold Ore,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier 5 Offensive Reagents,Tier 5 Offensive Reagents,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Adjudicator Legguards of the Barbarian,Covenant Adjudicator Legguards of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewn Log Storage Chest,Minor Rune of Holding,1.0,Green Wood,120.0,Iron Ore,60.0,Refining Materials Tier 3,80.0,Common Material Converter,4.0,Wood,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Heavy Helm of the Sentry,Iron Guardsman's Insignia,10.0,Tier 5 Metals,10.0,Leathers,4.0,Timeless Plate Helm Shard,1.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmithing Work Order,Armorsmithing Work Order,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refining Materials Tier 5,Refining Materials Tier 5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry,Strawberry,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cragview Reinforced Weave,Cragview Reinforced Weave,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Jacket of the Brigand,Covenant Brigand Seal,1.0,Covenant Excubitor Jacket of the Priest,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tart Fruit Salad,Honey,1.0,Nut,1.0,Cranberry,1.0,Lemon,1.0,Melon,1.0,Strawberry,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier 3 Leather,Tier 3 Leather,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooking Recipe,Cooking Recipe,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harsh Violet Dye,Magenta Pigment,2.0,Water,3.0,Red Pigment,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryad Guard Breastplate,Leathers,12.0,Sticky Vines,10.0,Cloth,7.0,Tier 5 Metals,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Slag Padding,Extra Slag Padding,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whisper of the Wood,Etched Handguard,1.0,Shattered Sword,1.0,Orichalcum Ore,8560.0,Iron Hide,4820.0,Refining Materials Tier 5,500.0,Masterwork Material Converter,25.0,Refining Materials Tier 3,5600.0,Common Material Converter,280.0,Rawhide,2560.0,Thick Hide,480.0,Flux,490.0,Wood,2016.0,Starmetal Ore,840.0,Iron Ore,3360.0,Ironwood,1620.0,Sandpaper,105.0,Wyrdwood,180.0,Aged Wood,240.0,Green Wood,480.0,,,,,,,,,,,,,,,,
Leathers,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Temple Guard's Boots,Pattern: Temple Guard's Boots,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Footwear of the Priest,Marauder Soldier Footwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryad Guard Boots,Leathers,6.0,Tier 5 Metals,10.0,Sticky Vines,10.0,Cloth,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt-stripped Scrolled Desk,Flux,45.0,Wood,180.0,Starmetal Ore,90.0,Iron Ore,360.0,Refining Materials Tier 4,400.0,Advanced Material Converter,20.0,Oil,8.0,Wyrdwood,180.0,Sandpaper,90.0,Aged Wood,240.0,Green Wood,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrine Temple Longsword,Refined Wood,2.0,Tier 3 Metals,8.0,Leathers,1.0,Coagulated Blood,10.0,Vial Of Ectoplasmic Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
